state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence
NM,Albuquerque Tribune,128400,1960,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - ELECT HALF OF STATE SENATE EVERY 4 YEARS (CONTINUITY),1,"'WHILE NOT VITAL, APPEARS TO HAVE SOME MERIT'.",0.92
NM,Albuquerque Tribune,128400,1960,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - ANNUAL LEGISLATIVE SESSIONS (60-DAY AND 30-DAY ALTERNATING),0,PAPER OPPOSES; 'PRESENT 60-DAY SESSION EACH TWO YEARS IS SUFFICIENT'.,0.92
NM,Albuquerque Tribune,128400,1960,NM,TAX,BERN-HOSPITAL,BERNALILLO COUNTY-INDIAN HOSPITAL 4.5-MILL LEVY (FOUR YEARS),1,,0.92
NM,Albuquerque Tribune,128400,1960,NM,TAX,BERN-HOSPITAL-LEVY,BERNALILLO COUNTY 4.5 MILL LEVY FOR COUNTY-INDIAN HOSPITAL,1,Hospital needs this money to operate efficiently during the next four years.,0.92
NM,Albuquerque Tribune,128400,1962,NM,AMENDMENT,13,NM CONSTITUTIONAL AMENDMENT 13 - JOINT VOTING FOR GOVERNOR AND LIEUTENANT GOVERNOR,0,Paper favors defeat of the amendment; voters should have opportunity to choose lt. gov. independently.,0.92
NM,Albuquerque Tribune,128400,1964,NM,TAX,,TWO LEVIES TO FINANCE OPERATION OF TVI (TECHNICAL VOCATIONAL INSTITUTE) AND COUNTY-INDIAN HOSPITAL,1,VOTE FOR THE LEVIES; CANNOT AFFORD NOT TO MAKE THESE INVESTMENTS,0.95
NM,Albuquerque Tribune,128400,1964,NM,REFERENDUM,,BURY THE PRE-PRIMARY (VOTING MACHINE TUESDAY YES OR NO),0,WE THINK THE UNFORTUNATE PRE-PRIMARY CONVENTION LAW BE OVERLOOKED; PUSH RIGHT LEVER TO BURY HYBRID; LET'S GIVE THE WORDS FOR REPEAL,0.7
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,1,LEGALIZE STATE LAND SALES MADE PRIOR TO 1954 UNDER PROCEDURES HELD UNCONSTITUTIONAL BY STATE SUPREME COURT IN 1956,1,AMENDMENT SHOULD PASS; WOULD PREVENT INJUSTICE TO PEOPLE WHO BOUGHT LAND IN GOOD FAITH,0.95
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,10,"ALLOWS LEGISLATURE TO SET SALARY OF CORPORATION COMMISSIONERS, REQUIRES PERMISSION FROM COMMISSION BEFORE A UTILITY OR COMMON CARRIER CAN CHANGE ITS RATES",1,TAKES BURDEN OF PROOF OFF UTILITY; WOULD DO AWAY WITH PRESENT SUBTERFUGE OF INCREASING COMMISSIONER SALARIES BY PAYING THEM FOR SERVICE ON SOME OTHER BOARD; WE VOTE YES,0.9
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,2,"30-DAY SESSION OF LEGISLATURE IN EVEN-NUMBERED YEARS LIMITED TO ACTION ON FINANCES, SPECIAL MESSAGES BY GOVERNOR",1,WE FAVOR ITS PASSAGE,0.95
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,3,CHANGES THE NUMBER OF NEW MEXICO WESTERN COLLEGE TRUSTEES,1,WE VOTE YES,0.9
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,4,ALLOW LOS ALAMOS COUNTY TO FORM CITY-COUNTY GOVERNMENT,1,PERMITTED TO SET UP CITY-TYPE GOVERNMENT IF CITIZENS DESIRE,0.9
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,5,ABSENTEE VOTING (THREE-QUARTERS REQUIREMENT FOR PASSAGE),1,LITTLE CHANCE OF PASSING DUE TO 75% REQUIREMENT BUT WE FAVOR IT; VOTE YES,0.85
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,6,ALLOWS COUNTIES TO BORROW MONEY FOR REMODELING AND MAKING ADDITIONS TO PUBLIC BUILDINGS INSTEAD OF RESTRICTING BORROWING TO NEW CONSTRUCTION,1,AMENDMENT IS DESIRABLE,0.9
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,7,"ALLOW MUNICIPALITIES TO VOTE ON BONDS FOR SPECIAL ELECTIONS, PERMITS NONRESIDENT PROPERTY OWNERS TO VOTE",1,ENDORSED,0.85
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,8,PERMIT SIMPLIFYING STATE TAX LAWS BY USING SAME DEFINITIONS AS FEDERAL LAWS,1,THIS SEEMS DESIRABLE,0.9
NM,Albuquerque Tribune,128400,1964,NM,AMENDMENT,9,CREATES A CHIEF ADMINISTRATOR FOR STATE HIGHWAY DEPARTMENT TO BE APPOINTED BY GOVERNOR,0,AMENDMENT VESTS TOO MUCH POWER IN HANDS OF AN ADMINISTRATOR WHO IS NOT REQUIRED TO BE AN ENGINEER; WE DON'T THINK AMENDMENT DOES THE JOB PROPERLY,0.9
NM,Albuquerque Tribune,128400,1964,NM,BOND,STATE-EDUC,STATE BOND ISSUE - $8 MILLION FOR HIGHER EDUCATION BUILDINGS,1,Universities and colleges suffering from growing pains; bond issue should be approved.,0.92
NM,Albuquerque Tribune,128400,1966,NM,BOND,STATE-EDU-1966,NM STATE $42.5M BOND OVER 10 YEARS FOR STATE COLLEGES AND UNIVERSITIES BUILDING/REMODELING,1,,0.92
NM,Albuquerque Tribune,128400,1966,NM,AMENDMENT,10,NM CONSTITUTIONAL AMENDMENT 10 - REPLACE JUSTICE OF THE PEACE WITH MAGISTRATE COURTS,1,,0.92
NM,Albuquerque Tribune,128400,1966,NM,BOND,ABQ-FLOOD,ALBUQUERQUE $3.5 MILLION BOND - NORTH DITCH FLOOD CONTROL PROGRAM,1,,0.92
NM,Albuquerque Tribune,128400,1966,NM,BOND,STATE-COLLEGE,STATE BOND ISSUE - $42.5 MILLION OVER 10 YEARS FOR COLLEGE/UNIVERSITY CONSTRUCTION,1,,0.92
NM,Albuquerque Tribune,128400,1966,NM,BOND,,$42.5 MILLION BOND ISSUE OVER NEXT 10 YEARS TO FINANCE BUILDING CONSTRUCTION AND REMODELING FOR STATE COLLEGES AND UNIVERSITIES,1,ENDORSED PROPOSED BOND ISSUE,0.95
NM,Albuquerque Tribune,128400,1966,NM,BOND,,$3.5 MILLION BOND ISSUE TO PROVIDE FUNDS FOR CONSTRUCTION OF NORTH DITCH OF $30 MILLION FLOOD CONTROL PROGRAM IN ALBUQUERQUE,1,VOTE URGED FOR PASSAGE,0.95
NM,Albuquerque Tribune,128400,1966,NM,AMENDMENT,10,REPLACES JUSTICE OF THE PEACE COURTS WITH NEW MAGISTRATE COURTS,1,URGING VOTE IN FAVOR,0.95
NM,Albuquerque Tribune,128400,1968,NM,TAX,BERN-MEDICAL,BERNALILLO COUNTY MEDICAL CENTER 4.5-MILL TAX CONTINUATION,1,,0.92
NM,Albuquerque Tribune,128400,1968,NM,TAX,BERN-MEDCENTER,BERNALILLO COUNTY MEDICAL CENTER LEVY,1,YES vote for continuation,0.85
NM,Albuquerque Tribune,128400,1968,NM,BALLOT MEASURE,CONST-CONV,CALL CONSTITUTIONAL CONVENTION TO REVISE OR AMEND STATE CONSTITUTION,1,YES vote for calling convention,0.85
NM,Albuquerque Tribune,128400,1968,NM,TAX,,BERNALILLO COUNTY MEDICAL CENTER LEVY (CONTINUATION),1,TRIBUNE FAVORS YES VOTE FOR CONTINUATION,1.0
NM,Albuquerque Tribune,128400,1968,NM,REFERENDUM,,CALLING A CONSTITUTIONAL CONVENTION TO REVISE OR AMEND THE STATE CONSTITUTION,1,TRIBUNE FAVORS YES VOTE,1.0
NM,Albuquerque Tribune,128400,1970,NM,REFERENDUM,,CITY REFERENDUM FLUORIDATION ORDINANCE,1,FOR,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,1,CONSTITUTIONAL AMENDMENT NO. 1,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,2,CONSTITUTIONAL AMENDMENT NO. 2,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,3,CONSTITUTIONAL AMENDMENT NO. 3,1,FOR,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,4,CONSTITUTIONAL AMENDMENT NO. 4,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,5,CONSTITUTIONAL AMENDMENT NO. 5,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,6,CONSTITUTIONAL AMENDMENT NO. 6,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,7,CONSTITUTIONAL AMENDMENT NO. 7,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,8,CONSTITUTIONAL AMENDMENT NO. 8,0,AGAINST,1.0
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3,1,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT NO. 5,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,6,NM CONSTITUTIONAL AMENDMENT NO. 6,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,7,NM CONSTITUTIONAL AMENDMENT NO. 7,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,AMENDMENT,8,NM CONSTITUTIONAL AMENDMENT NO. 8,0,,0.92
NM,Albuquerque Tribune,128400,1970,NM,REFERENDUM,FLUORIDATION,ALBUQUERQUE FLUORIDATION ORDINANCE,1,,0.92
NM,Albuquerque Tribune,128400,1970,NM,BALLOT MEASURE,ABQ-FLUORIDATION,ABQ CITY FLUORIDATION ORDINANCE REFERENDUM,1,Fluoridation Ordinance - For,0.9
NM,Albuquerque Tribune,128400,1972,NM,BOND,,STATE LIBRARY BONDS ACT,1,FOR,1.0
NM,Albuquerque Tribune,128400,1972,NM,BOND,,COUNTY MEDICAL CENTER BONDS,1,FOR,1.0
NM,Albuquerque Tribune,128400,1972,NM,REFERENDUM,,SHOULD COUNTY ZONING BE CONTINUED,1,YES,1.0
NM,Albuquerque Tribune,128400,1972,NM,AMENDMENT,1,WOMEN'S RIGHTS,1,FOR,1.0
NM,Albuquerque Tribune,128400,1972,NM,AMENDMENT,2,COMMERCIAL CHURCH PROPERTY TAX,1,FOR,1.0
NM,Albuquerque Tribune,128400,1972,NM,AMENDMENT,3,SIX-MAN JURY,1,FOR,1.0
NM,Albuquerque Tribune,128400,1976,NM,TAX,BERN-MEDCENTER,BERNALILLO COUNTY MEDICAL CENTER LEVY,1,Yes,0.92
NM,Albuquerque Tribune,128400,1976,NM,TAX,MENTAL-HEALTH,MENTAL HEALTH AND RETARDATION LEVY,1,Yes,0.9
NM,Albuquerque Tribune,128400,1976,NM,BOND,STATE-EDUC,EDUCATIONAL INSTITUTION IMPROVEMENT BOND,1,Yes,0.92
NM,Albuquerque Tribune,128400,1978,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - JUDICIAL DISCIPLINE,0,,0.92
NM,Albuquerque Tribune,128400,1978,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - DISTRICT JUDGE PRO TEMPORE,0,,0.92
NM,Albuquerque Tribune,128400,1978,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - PROPERTY TAX ABEYANCE,0,,0.92
NM,Albuquerque Tribune,128400,1978,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4 - LEGISLATIVE PAY,0,,0.92
NM,Albuquerque Tribune,128400,1978,NM,BOND,BERN-1,BERNALILLO COUNTY BOND NO. 1 - COUNTY OFFICE BUILDING,0,,0.92
NM,Albuquerque Tribune,128400,1978,NM,BOND,BERN-2,BERNALILLO COUNTY BOND NO. 2 - JUVENILE DETENTION HOME,1,,0.92
NM,Albuquerque Tribune,128400,1978,NM,BOND,BERN-3,BERNALILLO COUNTY BOND NO. 3 - COURTHOUSE REMODELING,1,,0.92
NM,Albuquerque Tribune,128400,1978,NM,BOND,BERN-4,BERNALILLO COUNTY BOND NO. 4 - AMBULATORY CARE CENTER,1,,0.92
NM,Albuquerque Tribune,128400,1978,NM,BOND,BERN-5,BERNALILLO COUNTY BOND NO. 5 - ALCOHOLISM TREATMENT CENTER,1,,0.92
NM,Albuquerque Tribune,128400,1978,NM,BOND,BERN-6,BERNALILLO COUNTY BOND NO. 6 - OUTPATIENT HEALTH CLINIC,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - MERIT SELECTION OF DISTRICT AND APPELLATE JUDGES,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - REMOVE LEGISLATURE'S ABILITY TO SPEND FROM SEVERANCE TAX PERMANENT FUND,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - INCOME TAX EXEMPTION FOR NATIONAL GUARD MEMBERS,0,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4 - UNLIMITED 2-YEAR TERMS FOR COUNTY SHERIFFS,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT NO. 5 - LEGISLATIVE PER-DIEM AND MILEAGE INCREASE,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,6,NM CONSTITUTIONAL AMENDMENT NO. 6 - YELLOW PAGES IN TELEPHONE RATE BASE,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,7,NM CONSTITUTIONAL AMENDMENT NO. 7 - EXPAND COUNTY DEBT FOR WATER/SEWER/LANDFILL/AIRPORT,0,,0.92
NM,Albuquerque Tribune,128400,1982,NM,REFERENDUM,SUNDAY-LIQUOR,SUNDAY BY-THE-DRINK LIQUOR SALES IN LOCAL OPTION DISTRICTS,1,,0.92
NM,Albuquerque Tribune,128400,1982,NM,BALLOT MEASURE,LIQUOR-REF,LIQUOR SALES REFERENDUM - CONTINUE LIQUOR SALES,1,YES,0.85
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,MERIT-SELECTION,MERIT SELECTION OF DISTRICT/APPELLATE JUDGES,1,FOR,0.85
NM,Albuquerque Tribune,128400,1982,NM,AMENDMENT,SEVERANCE-FUND,ALLOWING LEGISLATURE TO SPEND MONEY FROM SEVERANCE TAX PERMANENT FUND,1,FOR,0.85
NM,Albuquerque Tribune,128400,1984,NM,BALLOT MEASURE,ALL-12,ALL 12 BALLOT QUESTIONS,1,Pull the 'for' (in favor of) lever on all 12 questions,0.85
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT 1 - SCHOOL BOARD RECALL,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,10,NM CONSTITUTIONAL AMENDMENT 10 - WORKMEN'S COMP,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,11,NM CONSTITUTIONAL AMENDMENT 11 - MORE TERMS STATE OFFICERS,0,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT 2 - LIMIT GUN CONTROL,0,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT 3 - DISTRICTED ELECTIONS,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT 4 - CREDIT UNIONS,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT 5 - POLICE SEIZURES,0,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,6,NM CONSTITUTIONAL AMENDMENT 6 - GUBERNATORIAL APPOINTMENTS,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,7,NM CONSTITUTIONAL AMENDMENT 7 - EXPAND STATE BOARD,0,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,8,NM CONSTITUTIONAL AMENDMENT 8 - EXPAND UNM REGENTS,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,AMENDMENT,9,NM CONSTITUTIONAL AMENDMENT 9 - MORE TERMS COUNTY OFFICERS,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,BOND,BERN-COURTHOUSE,$11M BERNALILLO COUNTY COURTHOUSE BOND,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,BOND,BERN-LIB,$2.5M BERNALILLO COUNTY LIBRARY BOND,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,BOND,BERN-ROADS,$14.4M BERNALILLO COUNTY ROADS BOND,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,BOND,BERN-SPORTS,$800K BERNALILLO COUNTY SPORTS CENTER BOND,1,,0.92
NM,Albuquerque Tribune,128400,1986,NM,BOND,STATE-EDU-1986,$35M STATE EDUCATION BOND,1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT 5 - RESTRICT BAIL FOR CONVICTS (DENA LYNN GORE AMENDMENT),0,,0.92
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,7,NM CONSTITUTIONAL AMENDMENT 7 - COUNTY COMMISSIONS (TERMS OF OFFICE),1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,BERN-COURTHOUSE,BERNALILLO COUNTY $19.2M COURTHOUSE BOND,0,OPPOSED; 'CART BEFORE THE HORSE' — VOTERS ASKED TO APPROVE BEFORE DESIGN COMPLETED.,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,BERN-ROADS,BERNALILLO COUNTY $12.5M ROAD CONSTRUCTION/REPAIR BOND,1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,STATE-1,STATE BOND 1 - $50.6M EDUCATION PROJECTS,1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,STATE-2,STATE BOND 2 - $425K WILDLIFE PROTECTION,1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,STATE-3,STATE BOND 3 - $1.2M SENIOR CITIZENS' CENTERS,1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,STATE-4,STATE BOND 4 - $1.5M LIBRARIES (BOOKS/AV MATERIALS),1,,0.92
NM,Albuquerque Tribune,128400,1988,NM,BOND,,BERNALILLO COUNTY ROAD CONSTRUCTION AND REPAIR,1,VOTE FOR.,0.85
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,AMENDMENT-1,LEGISLATIVE RETIREMENT,0,VOTE AGAINST.,0.88
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,AMENDMENT-3,INCREASE TAX EXEMPTION,,OCR DID NOT CAPTURE THE 'VOTE FOR/AGAINST' LINE FOR THIS AMENDMENT.,0.6
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,AMENDMENT-5,RESTRICT BAIL FOR CONVICTS (DENA LYNN GORE BAIL AMENDMENT),0,VOTE AGAINST.,0.88
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,AMENDMENT-6,APPOINT JUDGES,0,VOTE AGAINST.,0.88
NM,Albuquerque Tribune,128400,1988,NM,AMENDMENT,AMENDMENT-7,COUNTY COMMISSIONS,1,VOTE FOR.,0.85
NM,Albuquerque Tribune,128400,1996,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT 1 - INVESTMENTS,1,For,0.88
NM,Albuquerque Tribune,128400,1996,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT 2 - HIGH-TECH DEBT,0,Against,0.88
NM,Albuquerque Tribune,128400,1996,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT 3 - RECALL,1,For,0.88
NM,Albuquerque Tribune,128400,1996,NM,BOND,FLOOD,FLOOD CONTROL BONDS,1,For,0.85
NM,Albuquerque Tribune,128400,1996,NM,BOND,JUV-CORR,JUVENILE CORRECTIONS BONDS,1,For,0.85
NM,Albuquerque Tribune,128400,1996,NM,BOND,PARKS,PARKS BONDS,1,For,0.85
NM,Albuquerque Tribune,128400,1996,NM,BOND,PUB-HEALTH,PUBLIC HEALTH BONDS,1,For,0.85
NM,Albuquerque Tribune,128400,1996,NM,BOND,SHERIFF,SHERIFF BONDS,1,For,0.8
NM,Albuquerque Tribune,128400,1996,NM,BALLOT MEASURE,SOUTH-VALLEY,SOUTH VALLEY COUNTY,0,Against,0.7
NM,Albuquerque Tribune,128400,1998,NM,BOND,BERNALILLO-1,ROADS,1,BERNALILLO COUNTY BOND — YES.,0.9
NM,Albuquerque Tribune,128400,1998,NM,BOND,BERNALILLO-2,"WATER, SEWERS",1,BERNALILLO COUNTY BOND — YES.,0.9
NM,Albuquerque Tribune,128400,1998,NM,BOND,BERNALILLO-3,LIBRARIES,1,BERNALILLO COUNTY BOND — YES.,0.9
NM,Albuquerque Tribune,128400,1998,NM,BOND,BERNALILLO-4,PARKS,1,BERNALILLO COUNTY BOND — YES.,0.9
NM,Albuquerque Tribune,128400,1998,NM,BOND,BERNALILLO-5,PUBLIC SAFETY,1,BERNALILLO COUNTY BOND — YES.,0.9
NM,Albuquerque Tribune,128400,1998,NM,BOND,BERNALILLO-6,BUILDINGS,1,BERNALILLO COUNTY BOND — YES.,0.9
NM,Albuquerque Tribune,128400,2000,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT 1 - TOWARD CITY-COUNTY UNIFICATION,1,For,0.9
NM,Albuquerque Tribune,128400,2000,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT 2 - ELIMINATE TERM LIMITS FOR COUNTY OFFICIALS,1,For,0.9
NM,Albuquerque Tribune,128400,2000,NM,BOND,AMAFCA,ALBUQUERQUE METROPOLITAN ARROYO FLOOD CONTROL AUTHORITY BOND,1,For,0.9
NM,Albuquerque Tribune,128400,2000,NM,BOND,BERN-1,BERNALILLO COUNTY BOND 1 - ROADS,1,For,0.92
NM,Albuquerque Tribune,128400,2000,NM,BOND,BERN-2,BERNALILLO COUNTY BOND 2 - LIBRARIES,1,For,0.92
NM,Albuquerque Tribune,128400,2000,NM,BOND,BERN-3,BERNALILLO COUNTY BOND 3 - PARKS,1,For,0.92
NM,Albuquerque Tribune,128400,2000,NM,BOND,BERN-4,BERNALILLO COUNTY BOND 4 - PUBLIC SAFETY,1,For,0.92
NM,Albuquerque Tribune,128400,2000,NM,BOND,BERN-5,BERNALILLO COUNTY BOND 5 - PUBLIC HEALTH,1,For,0.92
NM,Albuquerque Tribune,128400,2000,NM,TAX,OPEN-SPACE,BERNALILLO COUNTY OPEN SPACE MILL LEVY,1,For,0.9
NM,Albuquerque Tribune,128400,2000,NM,BOND,STATE-A,NM STATE BOND A - SENIORS,1,For,0.92
NM,Albuquerque Tribune,128400,2000,NM,TAX,UNIV-HOSP,UNIVERSITY HOSPITAL MILL LEVY,1,For,0.9
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT 1 - VETERANS TAX EXEMPTION,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT 2 - VOTER QUALIFICATIONS,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT 3 - JUDICIAL DISTRICTS,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT 4 - ALIEN PROPERTY OWNERSHIP,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT 5 - DISABLED VETERANS TAX BREAK,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,6,NM CONSTITUTIONAL AMENDMENT 6 - AFFORDABLE HOUSING,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,7,NM CONSTITUTIONAL AMENDMENT 7 - CESAR CHAVEZ HOLIDAY,1,For,0.92
NM,Albuquerque Tribune,128400,2002,NM,AMENDMENT,8,NM CONSTITUTIONAL AMENDMENT 8 - VIETNAM VET SCHOLARSHIP,1,For,0.92
