state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence
NM,Albuquerque Journal,128401,1942,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4 - STAGGERED TERMS FOR MEMBERS OF BOARDS OF REGENTS OF EDUCATIONAL INSTITUTIONS; PROCEDURE TO ASSURE TENURE; END POLITICS IN INSTITUTIONAL ADMINISTRATION,1,,0.95
NM,Albuquerque Journal,128401,1942,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT NO. 5,0,PAPER RECOMMENDS REJECTION; DETAILS NOT IN CAPTURED OCR.,0.7
NM,Albuquerque Journal,128401,1942,NM,AMENDMENT,6,NM CONSTITUTIONAL AMENDMENT NO. 6,0,PAPER RECOMMENDS REJECTION; DETAILS NOT IN CAPTURED OCR.,0.7
NM,Albuquerque Journal,128401,1958,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - PROVIDES FOR ABSENTEE BALLOT,1,'SHOULD BE APPROVED' BUT REQUIRES OUTSTANDING MAJORITY (THREE-FOURTHS STATEWIDE AND TWO-THIRDS PER COUNTY).,0.95
NM,Albuquerque Journal,128401,1958,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - CREATES ELECTIVE STATE BOARD OF EDUCATION (ONE MEMBER FROM EACH OF TEN JUDICIAL DISTRICTS); BOARD APPOINTS SUPT OF PUBLIC INSTRUCTION (REMOVED FROM LIST OF ELECTIVE STATE OFFICIALS),,HIGHLY CONTROVERSIAL; SHOULD BE GIVEN CAREFUL CONSIDERATION. NO CLEAR ENDORSEMENT DIRECTION.,0.7
NM,Albuquerque Journal,128401,1958,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - PERMITS GREATER DIVERSITY IN PRUDENT INVESTMENT (DESCRIPTION TRUNCATED IN OCR),,OCR CUT OFF; ENDORSEMENT POSITION UNCLEAR.,0.6
NM,Albuquerque Journal,128401,1958,NM,,,,1,'AMENDMENT NO. 1 PROVIDES FOR THE ABSENTEE BALLOT. IT SHOULD BE APPROVED.',0.95
NM,Albuquerque Journal,128401,1960,NM,TAX,BERN-HOSPITAL,BERNALILLO COUNTY-INDIAN HOSPITAL TAX LEVY (PROVIDES ~30% OF HOSPITAL OPERATING FUNDS),1,'A MUST FOR VOTE'; FAILURE WOULD THREATEN HOSPITAL CLOSURE.,0.95
NM,Albuquerque Journal,128401,1960,NM,BOND,STATE-EDU-1960,"NM STATEWIDE $8 MILLION BOND ISSUE FOR CONSTRUCTION, REMODELING AND EQUIPPING OF BUILDINGS FOR STATE EDUCATIONAL INSTITUTIONS",1,,0.95
NM,Albuquerque Journal,128401,1960,NM,BOND,,"STATEWIDE BOND ISSUE NOT TO EXCEED $8 MILLION FOR CONSTRUCTION, REMODELING, AND EQUIPPING BUILDINGS FOR STATE EDUCATIONAL INSTITUTIONS.",1,DESERVE APPROVAL. EDUCATIONAL PROPOSAL IS A VITAL NECESSITY.,0.95
NM,Albuquerque Journal,128401,1960,NM,TAX,,BERNALILLO COUNTY 4.5 MILL LEVY 1961-1964 FOR OPERATION OF COUNTY-INDIAN HOSPITAL.,1,DESERVE APPROVAL. HEALTH PROPOSAL IS A VITAL NECESSITY.,0.95
NM,Albuquerque Journal,128401,1962,NM,AMENDMENT,18,NM CONSTITUTIONAL AMENDMENT NO. 18 - GOVERNOR AND LIEUTENANT GOVERNOR ELECTED AS A TEAM,1,'A DESIRABLE ONE'; AVOIDS CONFLICTS WHEN GOV AND LT GOV ARE FROM DIFFERENT PARTIES.,0.95
NM,Albuquerque Journal,128401,1964,NM,AMENDMENT,9,NM CONSTITUTIONAL AMENDMENT NO. 9 - SPLIT CONTROL OF STATE'S ROAD PROGRAM BETWEEN GOVERNOR AND HIGHWAY COMMISSION,0,PAPER STRONGLY OPPOSES; 'MOST OBJECTIONABLE OF THE PROPOSED AMENDMENTS'. 'NO QUALIFICATIONS FOR THE ADMINISTRATOR'.,0.95
NM,Albuquerque Journal,128401,1964,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - ANNUAL SESSIONS OF STATE LEGISLATURE,0,PAPER OPPOSES.,0.95
NM,Albuquerque Journal,128401,1964,NM,REFERENDUM,PRE-PRIMARY,PRE-PRIMARY CONVENTION SYSTEM REPEAL (1963 LEGISLATURE LAW),1,PAPER URGES REPEAL; CRITICIZES AS 'OBNOXIOUS PRE-PRIMARY CONVENTION SYSTEM'. NEEDS 40% TURNOUT TO BE EFFECTIVE.,0.95
NM,Albuquerque Journal,128401,1964,NM,TAX,BERN-HOSPITAL,BERNALILLO COUNTY-INDIAN HOSPITAL 4.5-MILL LEVY,1,,0.95
NM,Albuquerque Journal,128401,1964,NM,BOND,STATE-EDU-1964,NM $8M BOND ISSUE FOR ADDITIONAL FACILITIES AT NM COLLEGES AND UNIVERSITIES,1,,0.95
NM,Albuquerque Journal,128401,1964,NM,TAX,TVI,ALBUQUERQUE 2-MILL LEVY FOR TECHNICAL-VOCATIONAL INSTITUTE,1,,0.95
NM,Albuquerque Journal,128401,1964,NM,REFERENDUM,,REPEAL OF PRE-PRIMARY DESIGNATING CONVENTION SYSTEM ENACTED BY 1963 LEGISLATURE.,1,VOTERS SHOULD EXPRESS THEMSELVES ON OBNOXIOUS PRE-PRIMARY CONVENTION SYSTEM; URGE REPEAL THOUGH AT LEAST 40% OF VOTES MUST BE CAST.,0.85
NM,Albuquerque Journal,128401,1964,NM,TAX,,4.5-MILL LEVY ON BERNALILLO COUNTY INCOME FOR BERNALILLO COUNTY-INDIAN HOSPITAL.,1,RECOMMENDED APPROVAL.,0.95
NM,Albuquerque Journal,128401,1964,NM,BOND,,$8 MILLION BOND ISSUE TO FINANCE CONSTRUCTION OF ADDITIONAL FACILITIES AT NEW MEXICO COLLEGES AND UNIVERSITIES.,1,ALSO RECOMMENDED PASSAGE.,0.95
NM,Albuquerque Journal,128401,1964,NM,TAX,,TWO-MILL LEVY TO PROVIDE PARTIAL SUPPORT FOR A TECHNICAL-VOCATIONAL INSTITUTE IN ALBUQUERQUE.,1,ALSO RECOMMENDED APPROVAL.,0.95
NM,Albuquerque Journal,128401,1964,NM,AMENDMENT,1,"CONSTITUTIONAL AMENDMENT NO. 1 CALLING FOR GOVERNOR-APPOINTED DIRECTOR OF THE STATE HIGHWAY DEPT, DIVIDING ROAD-PROGRAM CONTROL BETWEEN GOVERNOR AND HIGHWAY COMMISSION.",0,EQUALLY OPPOSED. AMENDMENT WOULD DIVIDE CONTROL OF STATE'S ROAD PROGRAM; PREFER ROAD SURVEY SYSTEM ALREADY IN PLACE.,0.9
NM,Albuquerque Journal,128401,1964,NM,AMENDMENT,2,CONSTITUTIONAL AMENDMENT NO. 2 PROVIDING ANNUAL SESSIONS OF THE LEGISLATURE.,0,DON'T OVERLOOK THESE. JOURNAL STRONGLY RECOMMENDS REJECTION OF AMENDMENT NO. 2.,0.95
NM,Albuquerque Journal,128401,1966,NM,BOND,,$3.5 MILLION BOND ISSUE TO ENABLE ALBUQUERQUE METROPOLITAN FLOOD CONTROL AUTHORITY TO COMPLETE THE TWIN-DITCH PROJECT.,1,URGE APPROVAL.,0.95
NM,Albuquerque Journal,128401,1966,NM,BOND,,10-YEAR $42.5 MILLION BOND ISSUE TO MEET LONG-RANGE NEEDS OF 10 STATE INSTITUTIONS.,1,URGE APPROVAL.,0.95
NM,Albuquerque Journal,128401,1966,NM,AMENDMENT,10,CONSTITUTIONAL AMENDMENT 10 TO ABOLISH THE JUSTICE OF THE PEACE SYSTEM.,1,STRONGLY RECOMMEND APPROVAL.,0.95
NM,Albuquerque Journal,128401,1968,NM,TAX,BERN-MEDICAL,BERNALILLO COUNTY MEDICAL CENTER 4.5-MILL LEVY (CONTINUATION; SINCE 1959),1,"PRODUCES ABOUT $1,368,000 ANNUALLY (~33% OF $4M HOSPITAL BUDGET).",0.95
NM,Albuquerque Journal,128401,1968,NM,REFERENDUM,CONST-CONV,CALL CONSTITUTIONAL CONVENTION TO REVISE NM'S 56-YEAR-OLD BASIC DOCUMENT,1,MAJORITY YES VOTE WOULD AUTHORIZE LEGISLATURE TO CALL CONVENTION; ANY NEW CONSTITUTION STILL SUBJECT TO RATIFICATION.,0.95
NM,Albuquerque Journal,128401,1972,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - EQUAL RIGHTS REGARDLESS OF SEX (ERA),1,,0.92
NM,Albuquerque Journal,128401,1972,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - TAX COMMERCIAL CHURCH PROPERTY; ALLOW LEGISLATURE TO PROVIDE EXEMPTIONS OF PERSONAL PROPERTY,1,,0.85
NM,Albuquerque Journal,128401,1972,NM,BOND,BERN-MEDICAL,BERNALILLO COUNTY $4 MILLION BOND FOR CONSTRUCTION AND REMODELING AT BERNALILLO COUNTY MEDICAL CENTER,1,,0.95
NM,Albuquerque Journal,128401,1972,NM,BOND,STATE-LIB,NM STATEWIDE $10 MILLION 5-YEAR PROPERTY BOND ISSUE FOR LIBRARY BOOKS AT INSTITUTIONS OF HIGHER LEARNING,1,,0.95
NM,Albuquerque Journal,128401,1974,NM,BOND,,ALBUQUERQUE METROPOLITAN ARROYOS FLOOD CONTROL AUTHORITY $15 MILLION BOND ISSUE.,1,JOURNAL RECOMMENDS FOR.,0.95
NM,Albuquerque Journal,128401,1974,NM,AMENDMENT,1,CONSTITUTIONAL AMENDMENT 1.,1,JOURNAL RECOMMENDS FOR.,0.95
NM,Albuquerque Journal,128401,1974,NM,AMENDMENT,2,CONSTITUTIONAL AMENDMENT 2.,0,JOURNAL RECOMMENDS AGAINST.,0.95
NM,Albuquerque Journal,128401,1974,NM,AMENDMENT,3,CONSTITUTIONAL AMENDMENT 3.,1,JOURNAL RECOMMENDS FOR.,0.95
NM,Albuquerque Journal,128401,1974,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - HEALING ARTS AMENDMENT; ENABLES LEGISLATURE TO ESTABLISH STUDENT LOAN PROGRAM FOR HEALING ARTS STUDENTS WHO WILL PRACTICE IN UNDERSERVED NM AREAS,1,'DESERVES A RESOUNDING AFFIRMATIVE VOTE'.,0.95
NM,Albuquerque Journal,128401,1988,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - MAKE LEGISLATIVE RETIREMENT SYSTEM CONSTITUTIONAL,0,,0.95
NM,Albuquerque Journal,128401,1988,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - ALLOW GOVERNOR TO REMOVE APPOINTEES WITHOUT STATING REASON,1,,0.95
NM,Albuquerque Journal,128401,1988,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - INCREASE HEAD OF HOUSEHOLD TAX EXEMPTION,1,,0.95
NM,Albuquerque Journal,128401,1988,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4 - PERMIT COUNTY GENERAL OBLIGATION BONDS FOR BOOKS AND OTHER LIBRARY RESOURCES,1,,0.95
NM,Albuquerque Journal,128401,1988,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT NO. 5 - RESTRICT BAIL FOR CONVICTS PENDING APPEAL ('DENA LYNN GORE' AMENDMENT),1,,0.85
NM,Albuquerque Journal,128401,1992,NM,,,,1,APPROVE 9 BOND ISSUES (HEADLINE). BODY TEXT NOT LEGIBLE IN OCR.,0.7
NM,Albuquerque Journal,128401,1994,NM,,,,0,"REJECT AMENDMENT ON JUDICIAL RETENTION; 'THE JOURNAL RECOMMENDS A 'NO' VOTE ON CONSTITUTIONAL AMENDMENT 10, WHICH WOULD INCREASE THE PERCENTAGE OF THE VOTE NEEDED BY JUDGES TO RETAIN THEIR POSITIONS FROM THE CURRENT SIMPLE MAJORITY TO 57 PERCENT.'",0.97
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - ELIMINATE RECALL OF LOCAL SCHOOL BOARD MEMBERS,0,,0.92
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - INCREASE SIGNATURES FOR GRAND JURY PETITION,1,,0.92
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - ADD STUDENT MEMBER TO BOARDS OF REGENTS,1,,0.92
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4 - CHANGE NAME OF STATE HIGHWAY COMMISSION TO STATE TRANSPORTATION COMMISSION,1,,0.92
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,6,"NM CONSTITUTIONAL AMENDMENT NO. 6 - AUTHORIZE COUNTIES TO BORROW MONEY TO REPAIR BUILDINGS, BUY OPEN SPACE",1,,0.92
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,7,NM CONSTITUTIONAL AMENDMENT NO. 7 - CHANGE NAME OF NM STATE HOSPITAL AT LAS VEGAS TO NM CENTER FOR GERONTOLOGY AND PSYCHIATRY,1,,0.92
NM,Albuquerque Journal,128401,1994,NM,AMENDMENT,8,NM CONSTITUTIONAL AMENDMENT NO. 8 - LOTTERY AND VIDEO GAMBLING STATEWIDE,0,,0.92
NM,Albuquerque Journal,128401,2004,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - RESTORE RUNOFFS TO NONPARTISAN CITY ELECTIONS,1,,0.92
NM,Albuquerque Journal,128401,2004,NM,AMENDMENT,4,"NM CONSTITUTIONAL AMENDMENT NO. 4 - EXPAND PROPERTY TAX EXEMPTION FOR HONORABLY DISCHARGED VETERANS (RAISES TO $3,500 IN 2005, ALL HONORABLE DISCHARGES)",1,,0.92
NM,Albuquerque Journal,128401,2004,NM,BOND,ALBANY-STREETS,ALBUQUERQUE STREET BOND ISSUE - $52.5M FOR ROAD PROJECTS (PASEO DEL NORTE FUNDING REDUCED TO $8.7M),1,PAPER URGES SUPPORT DESPITE PRIOR ELECTION FAILURE.,0.92
NM,Albuquerque Journal,128401,2004,NM,BOND,AMAFCA,"AMAFCA $20 MILLION BOND ISSUE FOR ARROYOS, DETENTION PONDS AND FLOOD-CONTROL PROJECTS",1,,0.92
NM,Albuquerque Journal,128401,2004,NM,,,,1,GENERAL OBLIGATION BOND: YES; 'THE ALBUQUERQUE METROPOLITAN ARROYO FLOOD CONTROL AUTHORITY IS ASKING VOTERS TO AUTHORIZE A $20 MILLION [BOND].',0.9
NM,Albuquerque Journal,128401,2004,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT 5 - CHANGE NAME OF STATE SCHOOL FOR THE BLIND,1,"Constitutional Amendment 5, YES",0.85
NM,Albuquerque Journal,128401,2004,NM,BALLOT MEASURE,ABQ-CHARTER,CITY OF ALBUQUERQUE CHARTER AMENDMENT - LIMIT COMPENSATORY DAYS,0,No on amendment to City Charter,0.7
NM,Albuquerque Journal,128401,2004,NM,BALLOT MEASURE,ABQ-UNIFICATION,CITY-COUNTY UNIFICATION CHARTER MERGING ABQ CITY AND COUNTY GOVERNMENTS,1,Yes on Unification Charter,0.85
NM,Albuquerque Journal,128401,2004,NM,BOND,BERN-2,"BERNALILLO COUNTY BOND 2 - $400,000 JUVENILE DETENTION CENTER LOCK SYSTEM; $280,000 ENGINE EXHAUST AT FIRE STATIONS",1,,0.8
NM,Albuquerque Journal,128401,2004,NM,BOND,BERN-4,"BERNALILLO COUNTY BOND 4 - $200,000 SOUTH VALLEY ECONOMIC DEVELOPMENT EQUIPMENT",1,,0.8
NM,Albuquerque Journal,128401,2004,NM,BOND,BERN-5,BERNALILLO COUNTY BOND 5 - $3.7 MILLION FOR TRANSPORTATION,1,,0.8
NM,Albuquerque Journal,128401,2004,NM,BOND,BERN-6,BERNALILLO COUNTY BOND 6 - $7.6 MILLION FOR STORM SEWERS,1,,0.8
NM,Albuquerque Journal,128401,2004,NM,BOND,STATE-B,NM STATE BOND ISSUE B - $94.9 MILLION,1,YES on all State Bond Issues,0.85
NM,Albuquerque Journal,128401,2006,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1 - REAFFIRM RIGHT OF ALL PEOPLE TO ACQUIRE AND POSSESS REAL PROPERTY,1,,0.85
NM,Albuquerque Journal,128401,2006,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2 - ALLOW STATE AND SCHOOL DISTRICTS TO EXCEED CAPS ON DEBT,0,,0.92
NM,Albuquerque Journal,128401,2006,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3 - CREATE WATER TRUST FUND,0,,0.92
NM,Albuquerque Journal,128401,2006,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4 - RELAX ANTI-DONATION CLAUSE TO PROMOTE AFFORDABLE HOUSING,1,,0.92
NM,Albuquerque Journal,128401,2006,NM,BOND,STATE-A,NM STATE BOND QUESTION A: $15.9M FOR SENIOR CENTER FACILITIES,1,,0.92
NM,Albuquerque Journal,128401,2006,NM,BOND,STATE-B,NM STATE BOND QUESTION B: $118.3M FOR HIGHER EDUCATION FACILITIES,1,,0.92
NM,Albuquerque Journal,128401,2006,NM,BOND,STATE-C,NM STATE BOND QUESTION C: $9M FOR LIBRARIES,1,,0.92
NM,Albuquerque Journal,128401,2008,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1,0,,0.92
NM,Albuquerque Journal,128401,2008,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2,0,,0.92
NM,Albuquerque Journal,128401,2008,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3,0,,0.92
NM,Albuquerque Journal,128401,2008,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4,1,,0.92
NM,Albuquerque Journal,128401,2008,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT NO. 5,1,,0.92
NM,Albuquerque Journal,128401,2010,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT NO. 1,1,,0.92
NM,Albuquerque Journal,128401,2010,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT NO. 2,0,,0.92
NM,Albuquerque Journal,128401,2010,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT NO. 3,0,,0.92
NM,Albuquerque Journal,128401,2010,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT NO. 4,0,,0.92
NM,Albuquerque Journal,128401,2010,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT NO. 5,0,,0.92
NM,Albuquerque Journal,128401,2012,NM,BOND,BERN-1,BERNALILLO COUNTY BOND NO. 1 - LIBRARIES,1,,0.92
NM,Albuquerque Journal,128401,2012,NM,BOND,BERN-2,"BERNALILLO COUNTY BOND NO. 2 - PUBLIC SAFETY, ANIMAL SHELTER, FIRE STATIONS",1,,0.92
NM,Albuquerque Journal,128401,2012,NM,BOND,BERN-3,"BERNALILLO COUNTY BOND NO. 3 - PARKS AND RECREATION, COMMUNITY CENTER, PARKS",1,,0.92
NM,Albuquerque Journal,128401,2012,NM,BOND,BERN-4,BERNALILLO COUNTY BOND NO. 4 - CAPITAL IMPROVEMENTS TO COUNTY BUILDINGS,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT 1 - COMBINE SCHOOL/NONPARTISAN ELECTIONS,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT 2 - STUDENT REGENT AT NNMC,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,AMENDMENT,3,NM CONSTITUTIONAL AMENDMENT 3 - JUDICIAL CANDIDATE FILINGS,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,AMENDMENT,4,NM CONSTITUTIONAL AMENDMENT 4 - URBAN COUNTIES,0,,0.92
NM,Albuquerque Journal,128401,2014,NM,AMENDMENT,5,NM CONSTITUTIONAL AMENDMENT 5 - LAND GRANT PERMANENT FUND,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BALLOT MEASURE,ADVISORY-1,BERNALILLO COUNTY ADVISORY QUESTION 1 - GROSS RECEIPTS TAX FOR MENTAL HEALTH,0,,0.92
NM,Albuquerque Journal,128401,2014,NM,BALLOT MEASURE,ADVISORY-2,BERNALILLO COUNTY ADVISORY QUESTION 2 - DECRIMINALIZING MARIJUANA,0,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,BERN-1,BERNALILLO COUNTY BOND 1 - LIBRARIES,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,BERN-2,BERNALILLO COUNTY BOND 2 - PUBLIC SAFETY,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,BERN-3,BERNALILLO COUNTY BOND 3 - PARKS AND RECREATION,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,BERN-4,BERNALILLO COUNTY BOND 4 - ROADS,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,BERN-5,BERNALILLO COUNTY BOND 5 - STORM AND WASTEWATER,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,TAX,OPEN-SPACE,BERNALILLO COUNTY MILL LEVY FOR OPEN SPACE,0,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,STATE-A,NM STATE BOND QUESTION A - SENIOR CENTERS,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,STATE-B,NM STATE BOND QUESTION B - LIBRARIES,1,,0.92
NM,Albuquerque Journal,128401,2014,NM,BOND,STATE-C,NM STATE BOND QUESTION C - HIGHER EDUCATION,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,AMENDMENT,1,NM CONSTITUTIONAL AMENDMENT 1 - APPELLATE JURISDICTION,1,,0.9
NM,Albuquerque Journal,128401,2018,NM,AMENDMENT,2,NM CONSTITUTIONAL AMENDMENT 2 - ETHICS,1,OCR truncated - 'Ethics' visible only,0.85
NM,Albuquerque Journal,128401,2018,NM,BOND,AMAFCA,AMAFCA GO FLOOD CONTROL BONDS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,BERN-HOUSING,BERNALILLO COUNTY PUBLIC HOUSING BONDS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,BERN-LIBRARY,BERNALILLO COUNTY LIBRARY BONDS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,BERN-PARKS,BERNALILLO COUNTY PARKS AND RECREATION BONDS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,BERN-PUBSAFETY,BERNALILLO COUNTY PUBLIC SAFETY FACILITIES AND OTHER COUNTY BUILDINGS BONDS,1,,0.9
NM,Albuquerque Journal,128401,2018,NM,BOND,BERN-STORM,BERNALILLO COUNTY STORM DRAINAGE AND UTILITIES BONDS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,BERN-TRANS,BERNALILLO COUNTY TRANSPORTATION BONDS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,STATE-A,NM STATE BOND QUESTION A - SENIOR CENTERS,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,STATE-B,NM STATE BOND QUESTION B - LIBRARIES,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,STATE-C,NM STATE BOND QUESTION C - SCHOOL BUSES,1,,0.92
NM,Albuquerque Journal,128401,2018,NM,BOND,STATE-D,NM STATE BOND QUESTION D - HIGHER EDUCATION FACILITIES,1,,0.92
